,number,value,datetime_start,datetime_complete,duration,params_q_con,params_q_u_yaw_rate,params_qt_pos_high,params_qt_s_high,state
31,31,9.205130990732291,2025-02-10 18:04:03.755754,2025-02-10 18:04:08.776034,0 days 00:00:05.020280,0.009304376780970215,0.003662021934765926,6.169261637753594,11.64817715901592,COMPLETE
32,32,9.207575557884287,2025-02-10 18:04:08.799990,2025-02-10 18:04:14.041706,0 days 00:00:05.241716,0.011057690098008941,0.0015399268240818712,6.255059314637886,11.782514727320942,COMPLETE
33,33,9.208485165479086,2025-02-10 18:04:14.063702,2025-02-10 18:04:19.500900,0 days 00:00:05.437198,0.024646210269601558,0.0029162860968972924,6.3383138261052485,19.32951331906252,COMPLETE
34,34,9.205591181217347,2025-02-10 18:04:19.523587,2025-02-10 18:04:23.885639,0 days 00:00:04.362052,0.016645034171968533,0.0015937431338770625,3.2437653963115554,6.293382714350078,COMPLETE
35,35,9.204821323928456,2025-02-10 18:04:23.910709,2025-02-10 18:04:28.877071,0 days 00:00:04.966362,0.003583473551944916,0.0046291297315679365,1.8806991220034877,9.431732485067837,COMPLETE
36,36,9.250979114792075,2025-02-10 18:04:28.905065,2025-02-10 18:04:32.437712,0 days 00:00:03.532647,0.052755859737408164,0.0023874404581728445,3.4397925294408873,4.428799886339414,COMPLETE
37,37,9.407193160225862,2025-02-10 18:04:32.459220,2025-02-10 18:04:36.624238,0 days 00:00:04.165018,0.007910862907349409,0.006904282708031083,1.9945951025697837,1.9632635458493768,COMPLETE
38,38,9.201113472409308,2025-02-10 18:04:36.646427,2025-02-10 18:04:41.418632,0 days 00:00:04.772205,0.0070099645167483295,0.00527894872929829,6.752112600174191,13.376280217190867,COMPLETE
39,39,9.207490030709137,2025-02-10 18:04:41.442011,2025-02-10 18:04:45.889347,0 days 00:00:04.447336,0.020769265006159866,0.0014521238582547006,1.4550206512879782,6.00194961987389,COMPLETE
40,40,9.506577403115385,2025-02-10 18:04:45.911875,2025-02-10 18:04:49.585988,0 days 00:00:03.674113,0.012506114917623002,0.00283535742735233,2.9075435354571355,0.5394988575389206,COMPLETE
41,41,9.206522939759411,2025-02-10 18:04:49.608328,2025-02-10 18:04:54.813277,0 days 00:00:05.204949,0.005685813201617286,0.00518001608274855,6.330122141625459,13.791878682902652,COMPLETE
42,42,9.206294837489985,2025-02-10 18:04:54.836828,2025-02-10 18:04:59.935937,0 days 00:00:05.099109,0.007823024527614875,0.0022100474139495553,6.731088864018611,15.440667710759655,COMPLETE
43,43,9.20825123168249,2025-02-10 18:04:59.959210,2025-02-10 18:05:04.494561,0 days 00:00:04.535351,0.004814948978540733,0.0037062587139207294,9.878685293965916,8.482205434606206,COMPLETE
44,44,9.20394313097104,2025-02-10 18:05:04.518921,2025-02-10 18:05:09.361078,0 days 00:00:04.842157,0.011861157200668163,0.0013427915552210248,4.802098122178167,12.827149540495988,COMPLETE
45,45,9.200727361481146,2025-02-10 18:05:09.382849,2025-02-10 18:05:13.724895,0 days 00:00:04.342046,0.007153657966689148,0.0020074636874991463,3.719222815463266,8.991952334505749,COMPLETE
46,46,9.207293691377343,2025-02-10 18:05:13.746893,2025-02-10 18:05:18.152215,0 days 00:00:04.405322,0.003222246433342707,0.0019905404119802835,2.3776816395615676,6.294284239374175,COMPLETE
47,47,9.207882949559217,2025-02-10 18:05:18.175020,2025-02-10 18:05:22.269360,0 days 00:00:04.094340,0.020646011994467674,0.001198999836865468,3.4732712572327924,3.690010819306364,COMPLETE
48,48,9.20572695461945,2025-02-10 18:05:22.291428,2025-02-10 18:05:26.726744,0 days 00:00:04.435316,0.004839769555953761,0.0011317269553801498,2.076623930588782,5.35807879354699,COMPLETE
49,49,9.2068981876385,2025-02-10 18:05:26.747008,2025-02-10 18:05:31.721555,0 days 00:00:04.974547,0.008758744330660206,0.003073231308295169,3.9062331286693475,9.71435000304174,COMPLETE
50,50,9.213503477278625,2025-02-10 18:05:31.743266,2025-02-10 18:05:36.540682,0 days 00:00:04.797416,0.006270764380726505,0.0020751676853232423,1.1952702489325249,7.644131807958619,COMPLETE
51,51,9.202964206763696,2025-02-10 18:05:36.564824,2025-02-10 18:05:41.288305,0 days 00:00:04.723481,0.006842763782958679,0.004931354560167849,7.65948970743446,13.403195510757081,COMPLETE
52,52,9.208454245565548,2025-02-10 18:05:41.310494,2025-02-10 18:05:47.105396,0 days 00:00:05.794902,0.0033423299080569792,0.0015058113658967215,5.29904978697991,15.503662547448682,COMPLETE
53,53,9.200595630150758,2025-02-10 18:05:47.129628,2025-02-10 18:05:51.910201,0 days 00:00:04.780573,0.011736144836736908,0.0010540033208792155,7.923852265106686,17.229194807934512,COMPLETE
54,54,9.200750803348608,2025-02-10 18:05:51.933667,2025-02-10 18:05:56.607206,0 days 00:00:04.673539,0.013231452612419675,0.0010378186752809705,7.639403760054946,18.651060065865114,COMPLETE
55,55,9.151114556991955,2025-02-10 18:05:56.633867,2025-02-10 18:06:01.348587,0 days 00:00:04.714720,0.01375396589257066,0.0010444607463026584,9.91789681469786,19.637430472735236,COMPLETE
56,56,9.150461541044347,2025-02-10 18:06:01.372377,2025-02-10 18:06:06.219722,0 days 00:00:04.847345,0.016051399539844746,0.001215303284273067,3.7949832814666706,19.682573742493897,COMPLETE
57,57,9.15019997881409,2025-02-10 18:06:06.234356,2025-02-10 18:06:10.822282,0 days 00:00:04.587926,0.016097514400573186,0.00105352595901025,9.928474008317515,18.613452229087805,COMPLETE
58,58,9.158638571575516,2025-02-10 18:06:10.844955,2025-02-10 18:06:16.143061,0 days 00:00:05.298106,0.01666765279393839,0.0013647137967828416,9.19728822262059,19.148570519112265,COMPLETE
59,59,9.206649758334859,2025-02-10 18:06:16.161295,2025-02-10 18:06:21.727193,0 days 00:00:05.565898,0.018318080219304977,0.0013161338506279523,9.617722336297986,19.98201152597897,COMPLETE
60,60,9.207089831902785,2025-02-10 18:06:21.748729,2025-02-10 18:06:27.003458,0 days 00:00:05.254729,0.047138561170740154,0.0015631904146837174,5.376613815469198,14.729078694398167,COMPLETE
61,61,9.15675154791112,2025-02-10 18:06:27.029197,2025-02-10 18:06:32.652448,0 days 00:00:05.623251,0.02418884584469548,0.0010173042574407201,4.609833688532257,19.71559395420939,COMPLETE
62,62,9.206175135735343,2025-02-10 18:06:32.675727,2025-02-10 18:06:37.686276,0 days 00:00:05.010549,0.025718091551333803,0.001012296978085191,5.097466603260578,15.803413943263594,COMPLETE
63,63,9.15059503586676,2025-02-10 18:06:37.708532,2025-02-10 18:06:42.593650,0 days 00:00:04.885118,0.015283548974739738,0.0012226401094172072,7.830169741216206,19.98950610806175,COMPLETE
64,64,9.158011291055656,2025-02-10 18:06:42.616361,2025-02-10 18:06:48.242286,0 days 00:00:05.625925,0.014787550260926494,0.0012337101600392337,8.886931846139213,18.783074867442295,COMPLETE
65,65,9.205857445645528,2025-02-10 18:06:48.256627,2025-02-10 18:06:53.042327,0 days 00:00:04.785700,0.022715926100124177,0.0012484972427960074,8.00192766702126,10.962317331215983,COMPLETE
66,66,9.157107028956338,2025-02-10 18:06:53.057516,2025-02-10 18:06:58.218404,0 days 00:00:05.160888,0.015817063966943858,0.001693714566641509,9.938746657231391,15.81111856039613,COMPLETE
67,67,9.206573322813213,2025-02-10 18:06:58.238967,2025-02-10 18:07:02.914703,0 days 00:00:04.675736,0.02632166904249822,0.0018840005517553437,5.811127457680205,10.354515200191575,COMPLETE
68,68,9.200666050837206,2025-02-10 18:07:02.936356,2025-02-10 18:07:07.704680,0 days 00:00:04.768324,0.04097713079541742,0.0010006883655662821,4.170450124575376,14.553965235366627,COMPLETE
69,69,9.20616344902509,2025-02-10 18:07:07.726565,2025-02-10 18:07:12.354286,0 days 00:00:04.627721,0.029558180036635667,0.0024592917825937417,4.663601225097591,7.799086029301145,COMPLETE
70,70,9.200262809086977,2025-02-10 18:07:12.375764,2025-02-10 18:07:17.178568,0 days 00:00:04.802804,0.01846237611614618,0.0016768259192453106,9.88926789419949,19.99925128031754,COMPLETE
71,71,9.20506431367908,2025-02-10 18:07:17.203123,2025-02-10 18:07:22.621611,0 days 00:00:05.418488,0.013367057196762296,0.0011623124003920157,7.25758058120033,15.248470272189257,COMPLETE
72,72,9.202941178330581,2025-02-10 18:07:22.645166,2025-02-10 18:07:27.282402,0 days 00:00:04.637236,0.014357231905706567,0.0013098171294996695,8.327554169013569,11.428962239448222,COMPLETE
73,73,9.20142143599727,2025-02-10 18:07:27.304251,2025-02-10 18:07:32.500514,0 days 00:00:05.196263,0.009649387200172598,0.0017068696123091185,5.912239196908961,16.20540059782916,COMPLETE
74,74,9.201146041006375,2025-02-10 18:07:32.522048,2025-02-10 18:07:37.025962,0 days 00:00:04.503914,0.016530339827670604,0.002318121843503029,7.43333188650263,12.559902593303173,COMPLETE
75,75,9.205787617257212,2025-02-10 18:07:37.041028,2025-02-10 18:07:41.779427,0 days 00:00:04.738399,0.02072243173046813,0.0012532415137753489,9.934329962403767,9.960593495255749,COMPLETE
76,76,9.206642833017053,2025-02-10 18:07:41.802345,2025-02-10 18:07:46.246590,0 days 00:00:04.444245,0.014179685504420506,0.0016526639899196163,5.291923180823005,7.342821816535579,COMPLETE
77,77,9.200404897902056,2025-02-10 18:07:46.271057,2025-02-10 18:07:51.162906,0 days 00:00:04.891849,0.036125555167323874,0.002538714515708466,4.2080222849537225,15.405086557119912,COMPLETE
78,78,9.203920413013456,2025-02-10 18:07:51.184784,2025-02-10 18:07:55.945206,0 days 00:00:04.760422,0.009900604640514163,0.0031904916219314514,8.27330206623478,12.4106202222414,COMPLETE
79,79,9.151301396642518,2025-02-10 18:07:55.968693,2025-02-10 18:08:00.776319,0 days 00:00:04.807626,0.02376055776936005,0.0013800310556786259,6.305362564275436,19.238437612248493,COMPLETE
80,80,9.20708078504514,2025-02-10 18:08:00.790858,2025-02-10 18:08:05.515210,0 days 00:00:04.724352,0.033186863154471266,0.0018379206456424304,6.254185500592224,9.885745011707332,COMPLETE
81,81,9.15274779765115,2025-02-10 18:08:05.537334,2025-02-10 18:08:10.501241,0 days 00:00:04.963907,0.02376911299422958,0.0014464032594974007,8.182053070258249,19.26865692355444,COMPLETE
82,82,9.208810180883441,2025-02-10 18:08:10.526820,2025-02-10 18:08:16.425839,0 days 00:00:05.899019,0.02531962035641274,0.0015094038781489213,6.346416530881866,19.834172343616373,COMPLETE
83,83,9.201246157476497,2025-02-10 18:08:16.447221,2025-02-10 18:08:20.946867,0 days 00:00:04.499646,0.02302685899537318,0.0010102302483632768,4.5983583601509554,13.191599700673558,COMPLETE
84,84,9.200253143601191,2025-02-10 18:08:20.971387,2025-02-10 18:08:25.572175,0 days 00:00:04.600788,0.01918802113552554,0.0014404217499389025,7.1985016417149765,16.32011116893725,COMPLETE
85,85,9.200188447545282,2025-02-10 18:08:25.594695,2025-02-10 18:08:29.445272,0 days 00:00:03.850577,0.028794351149007243,0.00204469164252295,5.563282231683792,8.620081719247217,COMPLETE
86,86,9.200314785321563,2025-02-10 18:08:29.466356,2025-02-10 18:08:34.161310,0 days 00:00:04.694954,0.01699585828412324,0.0012105990283329694,3.660215671537217,12.264242322795537,COMPLETE
87,87,9.208310188010632,2025-02-10 18:08:34.180793,2025-02-10 18:08:39.810866,0 days 00:00:05.630073,0.06444360805513213,0.0025719674784091206,8.330215260744163,16.712592376307207,COMPLETE
88,88,9.206887187059408,2025-02-10 18:08:39.832407,2025-02-10 18:08:44.575004,0 days 00:00:04.742597,0.010967148732119028,0.0016809353181649273,2.806744933281854,7.024501400694283,COMPLETE
89,89,9.208819372158532,2025-02-10 18:08:44.598296,2025-02-10 18:08:49.772921,0 days 00:00:05.174625,0.022326490621103357,0.0013862527817017274,3.114261273719638,10.839103694640267,COMPLETE
90,90,9.205933985163162,2025-02-10 18:08:49.795098,2025-02-10 18:08:55.303684,0 days 00:00:05.508586,0.030313484727636838,0.0020874568779103565,6.906179208679499,14.330426164770834,COMPLETE
91,91,9.206374474809984,2025-02-10 18:08:55.325544,2025-02-10 18:09:00.607751,0 days 00:00:05.282207,0.014941129706302958,0.0011623217088947246,8.499484743655886,17.061091902256603,COMPLETE
92,92,9.155357593171809,2025-02-10 18:09:00.631262,2025-02-10 18:09:06.051595,0 days 00:00:05.420333,0.019268532941939538,0.0011863021811800798,8.650637834625613,17.591993507790725,COMPLETE
93,93,9.205925505211432,2025-02-10 18:09:06.071580,2025-02-10 18:09:11.067283,0 days 00:00:04.995703,0.018382374093000146,0.0014960345039887486,9.928760987427475,13.253416912221526,COMPLETE
94,94,9.150191767918425,2025-02-10 18:09:11.089397,2025-02-10 18:09:15.610402,0 days 00:00:04.521005,0.012616399409657694,0.001013518943668766,6.908894691700829,19.92698639611467,COMPLETE
95,95,9.200326975094399,2025-02-10 18:09:15.631918,2025-02-10 18:09:19.476114,0 days 00:00:03.844196,0.012354539541504709,0.0010135679449170198,5.6455891665576505,9.439760155926596,COMPLETE
96,96,9.20822890875951,2025-02-10 18:09:19.499981,2025-02-10 18:09:24.953593,0 days 00:00:05.453612,0.008336061015549808,0.0011779546919449743,4.231144093463786,17.966672622397898,COMPLETE
97,97,9.152158930474767,2025-02-10 18:09:24.978563,2025-02-10 18:09:29.581881,0 days 00:00:04.603318,0.020085058612093604,0.0013661899022121642,6.601040561757011,19.655436500717688,COMPLETE
98,98,9.156731869445878,2025-02-10 18:09:29.603264,2025-02-10 18:09:34.967295,0 days 00:00:05.364031,0.021837878615767744,0.001320122931582798,7.033332549571181,19.50846423031996,COMPLETE
99,99,9.20392994018454,2025-02-10 18:09:34.993882,2025-02-10 18:09:39.690688,0 days 00:00:04.696806,0.02047152552925625,0.0013658415671019325,6.724905970064278,11.412354680395074,COMPLETE
